Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
India,Phulera,291,4,1,0,41,0,0,0,291,4,IN,20.593684,78.96288
United States of America,Pickerington,52,1,1,0,48,0,3,0,52,1,USA,37.0902,-95.7129
Italy,Pieve Di Soligo,61,1,2,0,37,0,4,0,61,1,IT,41.87194,12.56738
India,Pindwara,192,3,1,0,33,0,0,0,192,3,IN,20.593684,78.96288
China,Pingyi,151,3,3,0,151,3,2,0,97,1,CN,35.86166,104.195397
Italy,Poggibonsi,58,1,1,0,47,0,3,0,58,1,IT,41.87194,12.56738
Brazil,Pojuca,48,0,1,0,9,0,4,0,48,0,BR,-14.235004,-51.92528
Italy,Pontinia,42,0,1,0,39,0,4,0,42,0,IT,41.87194,12.56738
Brazil,Porangatu,29,0,1,0,6,0,1,0,29,0,BR,-14.235004,-51.92528
Jamaica,Port Antonio,41,0,0,0,26,0,1,0,41,0,JM,18.109581,-77.297508
Canada,Powell River,28,0,1,0,28,0,0,0,12,0,CA,56.130366,-106.346771
Brazil,Presidente Bernardes,43,0,1,0,14,0,1,0,43,0,BR,-14.235004,-51.92528
Russian Federation,Privolzhsk,32,0,1,0,32,0,1,0,29,0,RF,61.524,105.3188
Germany,Puchheim,52,1,1,0,35,0,4,0,52,1,DE,51.165691,10.451526
Ecuador,Puebloviejo,71,1,1,0,16,0,0,0,71,1,EC,-1.831239,-78.183406
Chile,Punta Arenas,17,0,0,0,17,0,0,0,3,0,CL,-35.675147,-71.542969
Venezuela (Bolivarian Republic of),Punta Cardon,37,0,1,0,22,0,1,0,37,0,VBL,6.4238,-66.5897
Indonesia,Purwakarta,101,2,2,0,90,1,1,0,101,2,ID,-0.789275,113.921327
Belgium,Quaregnon,55,1,1,0,27,0,4,0,55,1,BE,50.503887,4.469936
Italy,Quartucciu,54,1,1,0,36,0,3,0,54,1,IT,41.87194,12.56738
Brazil,Quatis,88,1,3,0,0,0,7,0,88,1,BR,-14.235004,-51.92528
Brazil,Quipapa,24,0,0,0,16,0,1,0,24,0,BR,-14.235004,-51.92528
Poland,Radomsko,76,1,1,0,39,0,1,0,76,1,PL,51.919438,19.145136
India,Raghunathpur,151,3,4,0,146,2,1,0,151,3,IN,20.593684,78.96288
India,Ramapuram,61,1,0,0,26,0,0,0,61,1,IN,20.593684,78.96288
United States of America,Olive Branch,65,1,1,0,28,0,4,0,65,1,USA,37.0902,-95.7129
Russian Federation,Onega,35,0,1,0,35,0,0,0,16,0,RF,61.524,105.3188
Romania,Onesti,37,0,1,0,37,0,0,0,16,0,RO,45.943161,24.96676
Switzerland,Opfikon,43,0,2,0,23,0,5,0,43,0,CH,46.818188,8.227512
United States of America,Oregon City,48,0,1,0,12,0,13,0,48,0,USA,37.0902,-95.7129
France,Orleans,71,1,1,0,24,0,4,0,71,1,FR,46.227638,2.213749
United States of America,Ormond Beach,63,1,1,0,23,0,7,0,63,1,USA,37.0902,-95.7129
Sweden,Ornskoldsvik,27,0,0,0,27,0,0,0,10,0,SE,60.128161,18.643501
Germany,Oschatz,64,1,1,0,39,0,1,0,64,1,DE,51.165691,10.451526
Japan,Ota,28,0,1,0,24,0,3,0,28,0,JP,36.204824,138.252924
Belgium,Overpelt,37,0,1,0,30,0,3,0,37,0,BE,50.503887,4.469936
Italy,Ozieri,53,1,2,0,23,0,6,0,53,1,IT,41.87194,12.56738
Uganda,Paidha,59,1,1,0,17,0,0,0,59,1,UG,1.373333,32.290275
Thailand,Pakxan,53,1,1,0,27,0,0,0,53,1,TH,15.870032,100.992541
Indonesia,Palembang,74,1,2,0,47,0,0,0,74,1,ID,-0.789275,113.921327
Italy,Palma Di Montechiaro,50,0,1,0,27,0,5,0,50,0,IT,41.87194,12.56738
Indonesia,Pameungpeuk,97,1,2,0,70,1,1,0,97,1,ID,-0.789275,113.921327
India,Panagar,171,3,1,0,44,0,0,0,171,3,IN,20.593684,78.96288
Philippines,Pantubig,62,1,1,0,23,0,1,0,62,1,PH,12.879721,121.774017
India,Paonta Sahib,148,2,3,0,148,2,0,0,140,2,IN,20.593684,78.96288
Central African Republic,Paoua,67,1,2,0,17,0,0,0,67,1,CF,6.611111,20.939444
United States of America,Paradise Valley,51,1,1,0,19,0,15,0,51,1,USA,37.0902,-95.7129
Brazil,Paraibano,15,0,0,0,14,0,0,0,15,0,BR,-14.235004,-51.92528
Bolivia (Plurinational State of),Patacamaya,20,0,0,0,7,0,1,0,20,0,BPA,-16.2902,-63.5887
India,Patan,69,1,0,0,22,0,0,0,69,1,IN,20.593684,78.96288
United States of America,Patchogue,74,1,3,0,20,0,26,0,74,1,USA,37.0902,-95.7129
Russian Federation,Pavlovo,34,0,1,0,34,0,0,0,28,0,RF,61.524,105.3188
United States of America,Pearland,103,2,1,0,19,0,4,0,103,2,USA,37.0902,-95.7129
Brazil,Pedras De Fogo,32,0,0,0,18,0,1,0,32,0,BR,-14.235004,-51.92528
China,Peitou,62,1,2,0,49,0,7,0,62,1,CN,35.86166,104.195397
China,Pengcheng,200,3,5,0,200,3,7,0,163,3,CN,35.86166,104.195397
Greece,Peraia,94,1,1,0,45,0,1,0,94,1,GR,39.074208,21.824312
Italy,Pergine Valsugana,58,1,2,0,31,0,4,0,58,1,IT,41.87194,12.56738
France,Pertuis,151,3,1,0,31,0,5,0,151,3,FR,46.227638,2.213749
Brazil,Peruibe,156,3,8,0,2,0,21,0,156,3,BR,-14.235004,-51.92528
Brazil,Petrolina,14,0,0,0,14,0,0,0,13,0,BR,-14.235004,-51.92528
Russian Federation,Petushki,49,0,1,0,28,0,6,0,49,0,RF,61.524,105.3188
Germany,Pfullendorf,51,1,1,0,22,0,6,0,51,1,DE,51.165691,10.451526
South Africa,Phalaborwa,49,0,1,0,31,0,0,0,49,0,ZA,-30.559482,22.937506
China,Donghai,159,3,3,0,159,3,1,0,79,1,CN,35.86166,104.195397
Netherlands,Dordrecht,30,0,1,0,30,0,3,0,20,0,NL,52.132633,5.291266
Romania,Dorohoi,40,0,1,0,35,0,1,0,40,0,RO,45.943161,24.96676
United States of America,Dracut,72,1,2,0,15,0,16,0,72,1,USA,37.0902,-95.7129
Greece,Drama,51,1,1,0,35,0,0,0,51,1,GR,39.074208,21.824312
India,Dumka,85,1,2,0,85,1,1,0,61,1,IN,20.593684,78.96288
Russian Federation,Dyurtyuli,37,0,1,0,26,0,0,0,37,0,RF,61.524,105.3188
United States of America,East Islip,87,1,4,0,14,0,33,0,87,1,USA,37.0902,-95.7129
United States of America,East Rockaway,109,2,3,0,16,0,31,0,109,2,USA,37.0902,-95.7129
Germany,Eberbach,56,1,1,0,35,0,4,0,56,1,DE,51.165691,10.451526
Germany,Ebersbach,53,1,2,0,26,0,6,0,53,1,DE,51.165691,10.451526
Germany,Eichenzell,69,1,1,0,38,0,2,0,69,1,DE,51.165691,10.451526
Dominican Republic,El Seibo,57,1,1,0,19,0,3,0,57,1,DO,18.735693,-70.162651
Turkey,Elbistan,62,1,1,0,33,0,1,0,62,1,TR,38.963745,35.243322
Kenya,Eldama Ravine,78,1,3,0,25,0,1,0,78,1,KE,-0.023559,37.906193
Brazil,Elias Fausto,90,1,2,0,7,0,8,0,90,1,BR,-14.235004,-51.92528
Germany,Ellwangen,52,1,1,0,29,0,6,0,52,1,DE,51.165691,10.451526
Norway,Elverum,30,0,0,0,30,0,0,0,26,0,NO,60.472024,8.468946
Mexico,Empalme,56,1,1,0,30,0,1,0,56,1,MX,23.634501,-102.552784
Netherlands,Enschede,32,0,0,0,32,0,1,0,17,0,NL,52.132633,5.291266
France,Epernay,53,1,1,0,23,0,3,0,53,1,FR,46.227638,2.213749
Germany,Erbach,57,1,1,0,43,0,2,0,57,1,DE,51.165691,10.451526
Germany,Erkelenz,45,0,1,0,35,0,2,0,45,0,DE,51.165691,10.451526
United States of America,Erlanger,67,1,2,0,35,0,13,0,67,1,USA,37.0902,-95.7129
Portugal,Esmoriz,34,0,1,0,34,0,2,0,30,0,PT,39.399872,-8.224454
United States of America,Fernandina Beach,54,1,1,0,25,0,6,0,54,1,USA,37.0902,-95.7129
Niger,Filingue,65,1,1,0,21,0,1,0,65,1,NE,17.607789,8.081666
United States of America,Finneytown,70,1,2,0,28,0,16,0,70,1,USA,37.0902,-95.7129
Italy,Fiumicino,51,1,2,0,39,0,7,0,51,1,IT,41.87194,12.56738
United States of America,Florham Park,105,2,3,0,12,0,26,0,105,2,USA,37.0902,-95.7129
Germany,Forchheim,59,1,1,0,36,0,4,0,59,1,DE,51.165691,10.451526
Hungary,Fot,83,1,1,0,38,0,3,0,83,1,HU,47.162494,19.503304
United Kingdom of Great Britain and Northern Ireland,Fraserburgh,33,0,0,0,33,0,1,0,9,0,UKI,55.3781,-3.436
Japan,Fujishiro,40,0,1,0,40,0,2,0,30,0,JP,36.204824,138.252924
Mexico,Gabriel Leyva Solano,84,1,2,0,19,0,3,0,84,1,MX,23.634501,-102.552784
Côte d'Ivoire,Gagnoa,39,0,1,0,18,0,0,0,39,0,CI,7.539989,-5.54708
Brazil,Garanhuns,20,0,0,0,16,0,1,0,20,0,BR,-14.235004,-51.92528
Italy,Garbagnate Milanese,75,1,2,0,29,0,8,0,75,1,IT,41.87194,12.56738
United States of America,Garden Acres,32,0,1,0,30,0,7,0,32,0,USA,37.0902,-95.7129
Democratic Republic of the Congo,Gbadolite,39,0,2,0,10,0,0,0,39,0,DRM,-4.0383,21.7587
India,Ghatal,154,3,3,0,107,2,2,0,154,3,IN,20.593684,78.96288
Rwanda,Gikongoro,78,1,6,0,17,0,3,0,78,1,RW,-1.940278,29.873888
United Kingdom of Great Britain and Northern Ireland,Gillingham,32,0,0,0,32,0,2,0,16,0,UKI,55.3781,-3.436
India,Pipili,125,2,2,0,52,1,1,0,125,2,IN,20.593684,78.96288
Brazil,Piracanjuba,30,0,0,0,12,0,1,0,30,0,BR,-14.235004,-51.92528
Brazil,Pirajui,52,1,1,0,12,0,2,0,52,1,BR,-14.235004,-51.92528
Iran (Islamic Republic of),Pishva,149,2,2,0,144,2,5,0,149,2,IIM,32.4279,53.688
United States of America,Plattsburgh,43,0,1,0,12,0,5,0,43,0,USA,37.0902,-95.7129
Brazil,Poa,176,3,8,0,0,0,23,0,176,3,BR,-14.235004,-51.92528
Afghanistan,Qunduz,117,2,1,0,44,0,0,0,117,2,AF,33.93911,67.709953
India,Kharsia,160,3,2,0,46,0,4,0,160,3,IN,20.593684,78.96288
Pakistan,Khushab,165,3,4,0,78,1,6,0,165,3,PK,30.375321,69.345116
India,Khutar,154,3,4,0,14,0,12,0,154,3,IN,20.593684,78.96288
Germany,Kiel,42,0,1,0,42,0,0,0,26,0,DE,51.165691,10.451526
Rwanda,Kigali,107,2,2,0,29,0,1,0,107,2,RW,-1.940278,29.873888
Russian Federation,Kimry,35,0,1,0,35,0,0,0,15,0,RF,61.524,105.3188
Ghana,Kintampo,35,0,1,0,23,0,0,0,35,0,GH,7.946527,-1.023194
Hungary,Kiskunhalas,58,1,1,0,58,1,0,0,54,1,HU,47.162494,19.503304
Uganda,Kitgum,51,1,1,0,15,0,0,0,51,1,UG,1.373333,32.290275
Papua New Guinea,Kiunga,19,0,0,0,14,0,0,0,19,0,PG,-6.314993,143.95555
Japan,Kizu,88,1,2,0,13,0,16,0,88,1,JP,36.204824,138.252924
Lithuania,Klaipeda,35,0,1,0,35,0,0,0,25,0,LT,55.169438,23.881275
India,Kodala,109,2,3,0,47,0,2,0,109,2,IN,20.593684,78.96288
Mali,Kolondieba,43,0,1,0,21,0,0,0,43,0,ML,17.570692,-3.996166
Russian Federation,Konosha,28,0,1,0,28,0,0,0,11,0,RF,61.524,105.3188
Slovenia,Koper,81,1,1,0,49,0,0,0,81,1,SI,46.151241,14.995463
India,Koratla,174,3,2,0,44,0,4,0,174,3,IN,20.593684,78.96288
Belgium,Kortenberg,53,1,1,0,38,0,2,0,53,1,BE,50.503887,4.469936
Poland,Koscian,41,0,1,0,41,0,0,0,32,0,PL,51.919438,19.145136
India,Kosgi,117,2,2,0,40,0,5,0,117,2,IN,20.593684,78.96288
Russian Federation,Krasnogvardeyskoye,48,0,1,0,48,0,0,0,19,0,RF,61.524,105.3188
Poland,Kudowa Zdroj,61,1,1,0,41,0,0,0,61,1,PL,51.919438,19.145136
Russian Federation,Kudymkar,43,0,1,0,39,0,0,0,43,0,RF,61.524,105.3188
India,Kukshi,128,2,1,0,35,0,2,0,128,2,IN,20.593684,78.96288
India,Kulpahar,168,3,3,0,125,2,2,0,168,3,IN,20.593684,78.96288
Turkey,Kumluca,70,1,1,0,70,1,0,0,44,0,TR,38.963745,35.243322
Russian Federation,Kurskaya,40,0,1,0,40,0,2,0,30,0,RF,61.524,105.3188
Venezuela (Bolivarian Republic of),La Asuncion,45,0,1,0,25,0,0,0,45,0,VBL,6.4238,-66.5897
Myanmar,Labutta,30,0,1,0,30,0,0,0,28,0,MYN,21.9162,95.956
China,Laizhou,124,2,5,0,124,2,7,0,111,2,CN,35.86166,104.195397
United States of America,Lake Havasu City,66,1,1,0,28,0,1,0,66,1,USA,37.0902,-95.7129
India,Lalpur,55,1,0,0,21,0,1,0,55,1,IN,20.593684,78.96288
United States of America,Laramie,35,0,0,0,35,0,0,0,8,0,USA,37.0902,-95.7129
Brazil,Laranjal Paulista,78,1,1,0,33,0,1,0,78,1,BR,-14.235004,-51.92528
France,Lattes,48,0,1,0,48,0,0,0,29,0,FR,46.227638,2.213749
France,Laxou,75,1,1,0,54,1,0,0,75,1,FR,46.227638,2.213749
Mauritius,Le Hochet,55,1,1,0,27,0,0,0,55,1,MU,-20.348404,57.552152
France,Le Petit Quevilly,57,1,1,0,44,0,0,0,57,1,FR,46.227638,2.213749
Italy,Legnago,84,1,1,0,62,1,0,0,84,1,IT,41.87194,12.56738
United Kingdom of Great Britain and Northern Ireland,Leighton Buzzard,32,0,1,0,29,0,1,0,32,0,UKI,55.3781,-3.436
Austria,Leoben,63,1,1,0,39,0,0,0,63,1,AT,47.516231,14.550072
South Sudan,Ler,75,1,1,0,10,0,0,0,75,1,SSM,6.877,31.307
Indonesia,Leuwiliang,264,4,15,0,8,0,52,1,264,4,ID,-0.789275,113.921327
France,Levallois Perret,70,1,1,0,44,0,1,0,70,1,FR,46.227638,2.213749
Belgium,Liege,56,1,1,0,41,0,1,0,56,1,BE,50.503887,4.469936
Pakistan,Liliani,169,3,5,0,69,1,8,0,169,3,PK,30.375321,69.345116
France,Limeil Brevannes,73,1,1,0,45,0,1,0,73,1,FR,46.227638,2.213749
Costa Rica,Limon,51,1,1,0,24,0,0,0,51,1,CR,9.748917,-83.753428
United States of America,Lino Lakes,50,0,1,0,32,0,1,0,50,0,USA,37.0902,-95.7129
Brazil,Lins,60,1,1,0,29,0,0,0,60,1,BR,-14.235004,-51.92528
Brazil,Londrina,35,0,1,0,17,0,0,0,35,0,BR,-14.235004,-51.92528
France,Longuenesse,35,0,1,0,35,0,0,0,31,0,FR,46.227638,2.213749
United States of America,Los Angeles,116,2,3,0,19,0,25,0,116,2,USA,37.0902,-95.7129
Spain,Los Barrios,45,0,1,0,45,0,0,0,28,0,ES,40.463667,-3.74922
Germany,Lugde,44,0,1,0,44,0,0,0,43,0,DE,51.165691,10.451526
China,Lukang,150,3,4,0,18,0,44,0,150,3,CN,35.86166,104.195397
United Kingdom of Great Britain and Northern Ireland,Luton,34,0,1,0,30,0,1,0,34,0,UKI,55.3781,-3.436
Brazil,Macatuba,67,1,1,0,21,0,1,0,67,1,BR,-14.235004,-51.92528
Italy,Macerata,76,1,1,0,59,1,0,0,76,1,IT,41.87194,12.56738
China,Shenzhen,154,3,3,0,2,0,28,0,154,3,CN,35.86166,104.195397
China,Shihezi,97,1,2,0,25,0,6,0,97,1,CN,35.86166,104.195397
China,Shitanjing,218,4,1,0,38,0,5,0,218,4,CN,35.86166,104.195397
Kazakhstan,Shu,61,1,1,0,29,0,1,0,61,1,KZ,48.019573,66.923684
Russian Federation,Shushenskoye,27,0,1,0,13,0,2,0,27,0,RF,61.524,105.3188
Indonesia,Sidareja,189,3,10,0,7,0,25,0,189,3,ID,-0.789275,113.921327
United States of America,Sierra Madre,148,2,3,0,18,0,23,0,148,2,USA,37.0902,-95.7129
United States of America,Sierra Vista,61,1,1,0,21,0,3,0,61,1,USA,37.0902,-95.7129
Latvia,Sigulda,35,0,1,0,35,0,0,0,17,0,LV,56.879635,24.603189
United States of America,Siloam Springs,53,1,1,0,46,0,0,0,53,1,USA,37.0902,-95.7129
India,Sitamarhi,141,2,4,0,43,0,6,0,141,2,IN,20.593684,78.96288
Bulgaria,Smoljan,80,1,1,0,44,0,0,0,80,1,BG,42.733883,25.48583
Colombia,Soacha,71,1,2,0,16,0,3,0,71,1,CO,4.570868,-74.297333
Brazil,Sabara,92,1,2,0,2,0,9,0,92,1,BR,-14.235004,-51.92528
United States of America,Sacramento,36,0,1,0,26,0,9,0,36,0,USA,37.0902,-95.7129
India,Sahaswan,178,3,3,0,169,3,3,0,178,3,IN,20.593684,78.96288
United Kingdom of Great Britain and Northern Ireland,Saint Albans,28,0,1,0,28,0,3,0,17,0,UKI,55.3781,-3.436
United Kingdom of Great Britain and Northern Ireland,Saint Andrews,26,0,1,0,26,0,2,0,15,0,UKI,55.3781,-3.436
India,Saint Thomas Mount,112,2,2,0,27,0,2,0,112,2,IN,20.593684,78.96288
Romania,Ramnicu Sarat,36,0,1,0,36,0,0,0,15,0,RO,45.943161,24.96676
Italy,Recco,75,1,1,0,43,0,3,0,75,1,IT,41.87194,12.56738
Germany,Rehau,68,1,1,0,40,0,1,0,68,1,DE,51.165691,10.451526
United States of America,Reynoldsburg,48,0,1,0,48,0,3,0,29,0,USA,37.0902,-95.7129
Germany,Rheda Wiedenbruck,35,0,1,0,35,0,1,0,35,0,DE,51.165691,10.451526
Italy,Ribera,43,0,1,0,28,0,4,0,43,0,IT,41.87194,12.56738
United States of America,Richland,33,0,1,0,33,0,2,0,15,0,USA,37.0902,-95.7129
Germany,Riegelsberg,46,0,1,0,32,0,4,0,46,0,DE,51.165691,10.451526
Germany,Riesa,69,1,1,0,36,0,2,0,69,1,DE,51.165691,10.451526
Spain,Rincon De La Victoria,36,0,1,0,27,0,3,0,36,0,ES,40.463667,-3.74922
Denmark,Ringsted,36,0,0,0,36,0,0,0,16,0,DK,56.26392,9.501785
Mexico,Rio Grande,58,1,1,0,21,0,1,0,58,1,MX,23.634501,-102.552784
Nicaragua,Rivas,46,0,1,0,21,0,0,0,46,0,NI,12.865416,-85.207229
Italy,Rocca Di Papa,58,1,2,0,39,0,7,0,58,1,IT,41.87194,12.56738
France,Ronchin,47,0,1,0,25,0,5,0,47,0,FR,46.227638,2.213749
France,Roncq,44,0,1,0,27,0,5,0,44,0,FR,46.227638,2.213749
Afghanistan,Rostaq,113,2,1,0,42,0,0,0,113,2,AF,33.93911,67.709953
Germany,Rudersdorf,50,0,1,0,35,0,1,0,50,0,DE,51.165691,10.451526
United Kingdom of Great Britain and Northern Ireland,Rugby,28,0,1,0,23,0,5,0,28,0,UKI,55.3781,-3.436
United Kingdom of Great Britain and Northern Ireland,Rugeley,50,0,1,0,15,0,10,0,50,0,UKI,55.3781,-3.436
Slovakia,Ruzomberok,73,1,1,0,44,0,0,0,73,1,SK,48.669026,19.699024
France,Saint Andre Lez Lille,46,0,1,0,29,0,4,0,46,0,FR,46.227638,2.213749
France,Saint Claude,109,2,1,0,25,0,0,0,109,2,FR,46.227638,2.213749
Canada,Saint Hyacinthe,59,1,2,0,4,0,10,0,59,1,CA,56.130366,-106.346771
France,Saint Paul Les Dax,41,0,1,0,41,0,1,0,17,0,FR,46.227638,2.213749
France,Saint Priest,109,2,2,0,23,0,5,0,109,2,FR,46.227638,2.213749
Mexico,Salamanca,137,2,3,0,9,0,10,0,137,2,MX,23.634501,-102.552784
Guatemala,Salcaja,90,1,3,0,7,0,10,0,90,1,GT,15.783471,-90.230759
Russian Federation,Salekhard,19,0,1,0,19,0,0,0,11,0,RF,61.524,105.3188
India,Samalkot,105,2,2,0,23,0,3,0,105,2,IN,20.593684,78.96288
Uzbekistan,Samarkand,108,2,1,0,52,1,1,0,108,2,UZ,41.377491,64.585262
United States of America,Daphne,72,1,1,0,29,0,2,0,72,1,USA,37.0902,-95.7129
India,Dasuya,150,3,3,0,146,2,1,0,150,3,IN,20.593684,78.96288
India,Datia,226,4,1,0,48,0,0,0,226,4,IN,20.593684,78.96288
United States of America,Deerfield,57,1,2,0,27,0,13,0,57,1,USA,37.0902,-95.7129
Ethiopia,Dembi Dolo,70,1,1,0,14,0,0,0,70,1,ET,9.145,40.489673
Germany,Demmin,35,0,0,0,35,0,1,0,20,0,DE,51.165691,10.451526
Pakistan,Dera Ismail Khan,180,3,2,0,107,2,0,0,180,3,PK,30.375321,69.345116
India,Devanhalli,65,1,0,0,21,0,0,0,65,1,IN,20.593684,78.96288
Netherlands,Didam,30,0,1,0,30,0,2,0,21,0,NL,52.132633,5.291266
Senegal,Diourbel,154,3,2,0,13,0,4,0,154,3,SN,14.497401,-14.452362
Turkey,Sarkikaraagac,43,0,1,0,43,0,0,0,42,0,TR,38.963745,35.243322
Japan,Sasaguri,49,0,1,0,49,0,3,0,43,0,JP,36.204824,138.252924
India,Sasaram,171,3,3,0,110,2,2,0,171,3,IN,20.593684,78.96288
India,Sattankulam,52,1,1,0,25,0,1,0,52,1,IN,20.593684,78.96288
India,Savda,151,3,2,0,30,0,5,0,151,3,IN,20.593684,78.96288
Germany,Schenefeld,43,0,1,0,43,0,0,0,25,0,DE,51.165691,10.451526
Germany,Schmolln,53,1,1,0,48,0,0,0,53,1,DE,51.165691,10.451526
Nicaragua,Sebaco,24,0,1,0,23,0,0,0,24,0,NI,12.865416,-85.207229
United States of America,Sebastian,43,0,1,0,43,0,2,0,23,0,USA,37.0902,-95.7129
Peru,Sechura,49,0,0,0,24,0,0,0,49,0,PE,-9.189967,-75.015152
South Africa,Secunda,154,3,2,0,0,0,23,0,154,3,ZA,-30.559482,22.937506
Germany,Seeheim Jugenheim,62,1,1,0,62,1,0,0,60,1,DE,51.165691,10.451526
Germany,Sehnde,44,0,1,0,44,0,0,0,32,0,DE,51.165691,10.451526
Japan,Seki,95,1,2,0,10,0,16,0,95,1,JP,36.204824,138.252924
Republic of Korea,Seoul,421,5,27,0,0,0,91,1,415,5,RKF,35.9078,127.7669
Italy,Sesto Calende,96,1,1,0,59,1,0,0,96,1,IT,41.87194,12.56738
Russian Federation,Sestroretsk,28,0,1,0,28,0,2,0,13,0,RF,61.524,105.3188
France,Sete,47,0,1,0,47,0,0,0,29,0,FR,46.227638,2.213749
Japan,Seto,112,2,3,0,6,0,19,0,112,2,JP,36.204824,138.252924
France,Woippy,69,1,1,0,56,1,0,0,69,1,FR,46.227638,2.213749
United States of America,Wood River,82,1,2,0,41,0,6,0,82,1,USA,37.0902,-95.7129
Cameroon,Wum,54,1,1,0,15,0,0,0,54,1,CM,7.369722,12.354722
Mexico,Xalpa,180,3,1,0,35,0,4,0,180,3,MX,23.634501,-102.552784
China,Xianshuigu,123,2,4,0,89,1,14,0,123,2,CN,35.86166,104.195397
Azerbaijan,Xudat,39,0,1,0,31,0,0,0,39,0,AZ,40.143105,47.576927
Ethiopia,Yabelo,22,0,0,0,13,0,0,0,22,0,ET,9.145,40.489673
Ukraine,Yahotyn,43,0,1,0,43,0,0,0,24,0,UA,48.379433,31.16558
Burkina Faso,Yako,74,1,1,0,34,0,0,0,74,1,BF,12.238333,-1.561593
Myanmar,Yandoon,41,0,1,0,20,0,1,0,41,0,MYN,21.9162,95.956
United States of America,West Haverstraw,51,1,1,0,44,0,1,0,51,1,USA,37.0902,-95.7129
United States of America,West Point,60,1,1,0,49,0,1,0,60,1,USA,37.0902,-95.7129
United States of America,Western Springs,57,1,1,0,32,0,5,0,57,1,USA,37.0902,-95.7129
United States of America,Westford,41,0,1,0,35,0,1,0,41,0,USA,37.0902,-95.7129
United States of America,Williamsburg,50,0,1,0,42,0,2,0,50,0,USA,37.0902,-95.7129
United States of America,Winter Haven,86,1,1,0,86,1,1,0,19,0,USA,37.0902,-95.7129
United States of America,Wisconsin Rapids,53,1,1,0,29,0,0,0,53,1,USA,37.0902,-95.7129
Indonesia,Wlingi,176,3,8,0,10,0,17,0,176,3,ID,-0.789275,113.921327
United States of America,Michigan City,41,0,1,0,41,0,3,0,24,0,USA,37.0902,-95.7129
United States of America,Middletown,48,0,1,0,29,0,8,0,48,0,USA,37.0902,-95.7129
Japan,Mihara,36,0,1,0,34,0,5,0,36,0,JP,36.204824,138.252924
Poland,Mikolow,89,1,1,0,38,0,3,0,89,1,PL,51.919438,19.145136
United States of America,Milford Mill,58,1,1,0,45,0,4,0,58,1,USA,37.0902,-95.7129
Cabo Verde,Mindelo,36,0,0,0,36,0,0,0,27,0,CVM,16.5388,-23.0418
Japan,Minokamo,42,0,1,0,42,0,1,0,31,0,JP,36.204824,138.252924
United States of America,Mira Loma,87,1,3,0,5,0,24,0,87,1,USA,37.0902,-95.7129
India,Mirganj,168,3,4,0,168,3,1,0,165,3,IN,20.593684,78.96288
United Republic of Tanzania,Missungwi,28,0,1,0,15,0,0,0,28,0,URM,-6.369028,34.888822
Indonesia,Mlonggo,82,1,2,0,50,0,1,0,82,1,ID,-0.789275,113.921327
Dominican Republic,Moca,74,1,1,0,12,0,10,0,74,1,DO,18.735693,-70.162651
Italy,Modugno,62,1,1,0,45,0,3,0,62,1,IT,41.87194,12.56738
Russian Federation,Mogocha,31,0,1,0,31,0,0,0,20,0,RF,61.524,105.3188
Spain,Moncada,28,0,1,0,28,0,1,0,27,0,ES,40.463667,-3.74922
Italy,Monfalcone,64,1,1,0,44,0,2,0,64,1,IT,41.87194,12.56738
Poland,Monki,59,1,1,0,30,0,1,0,59,1,PL,51.919438,19.145136
Mexico,Montemorelos,80,1,1,0,11,0,2,0,80,1,MX,23.634501,-102.552784
United States of America,Moorhead,50,0,1,0,43,0,1,0,50,0,USA,37.0902,-95.7129
Mexico,Moroleon,68,1,2,0,13,0,5,0,68,1,MX,23.634501,-102.552784
Madagascar,Morondava,64,1,1,0,22,0,0,0,64,1,MG,-18.766947,46.869107
Japan,Moroyama,32,0,1,0,32,0,3,0,19,0,JP,36.204824,138.252924
Italy,Mortara,74,1,2,0,32,0,6,0,74,1,IT,41.87194,12.56738
United States of America,Moses Lake,32,0,1,0,32,0,1,0,15,0,USA,37.0902,-95.7129
United Republic of Tanzania,Moshi,25,0,1,0,18,0,0,0,25,0,URM,-6.369028,34.888822
Czechia,Most,69,1,1,0,41,0,2,0,69,1,CZH,49.8175,15.4724
India,Mulgund,55,1,0,0,22,0,0,0,55,1,IN,20.593684,78.96288
United States of America,Mundelein,55,1,2,0,26,0,13,0,55,1,USA,37.0902,-95.7129
India,Nadapuram,69,1,0,0,24,0,0,0,69,1,IN,20.593684,78.96288
Japan,Nagahama,55,1,1,0,55,1,1,0,40,0,JP,36.204824,138.252924
Hungary,Nagykoros,87,1,1,0,35,0,3,0,87,1,HU,47.162494,19.503304
Kenya,Naivasha,60,1,2,0,23,0,0,0,60,1,KE,-0.023559,37.906193
Thailand,Nakhon Sawan,21,0,0,0,21,0,0,0,20,0,TH,15.870032,100.992541
Uzbekistan,Namangan,151,3,1,0,74,1,0,0,151,3,UZ,41.377491,64.585262
Mozambique,Nampula,20,0,0,0,20,0,0,0,19,0,MZ,-18.665695,35.529562
Japan,Narita,43,0,1,0,40,0,1,0,43,0,JP,36.204824,138.252924
India,Nasriganj,154,3,4,0,142,2,1,0,154,3,IN,20.593684,78.96288
